Date,Policy_Type,Year,Month,Premium_Rate,Total_Investment_Cover,Customer_Acquisition,Customer_Retention,Operational_Impact,Market_Share_Impact,Renewal_Rates,Sales
2011-05-31,Health Insurance,2011,5,2881.2516459050694,697008.960022429,575,0.7452621135036223,6.830357013914755,0.426167166779692,0.5763597533247591,422720.30855930987
2011-05-31,Life Insurance,2011,5,5472.69122326666,547297.1989141202,585,0.9431013827860286,2.106286106188488,3.2767582365152688,0.7137236614620912,372434.65458603884
2011-05-31,Motor Vehicle Insurance,2011,5,1495.14982725015,259281.06831788324,161,0.9218246299237034,8.997931722388588,0.46311657061684874,0.48704590433041717,88068.22484478417
2011-05-31,Home Insurance,2011,5,8041.750109464992,352239.03356888023,681,0.5194281811086553,5.527755557018527,1.939797749485852,0.6886770165653133,64579.9702239431
2011-06-30,Health Insurance,2011,6,838.0513724297311,189781.7396334114,89,0.5741666670782467,5.0441476783567785,4.038691271447889,0.5169226620731348,38464.35098882966
2011-06-30,Life Insurance,2011,6,9870.180672345121,909366.055720292,688,0.5592779480545529,6.272783096081673,2.224013940502609,0.7987387489660823,363394.448442596
2011-06-30,Motor Vehicle Insurance,2011,6,7745.2232160369085,587557.8768184592,781,0.8266909594933829,6.623054765104622,4.986193534124457,0.8030604749199775,464759.94054050324
2011-06-30,Home Insurance,2011,6,2067.285247188307,406842.9025960035,585,0.8680033984356252,1.6459822560386173,2.839390496238351,0.533779241926597,218115.23135195332
2011-07-31,Health Insurance,2011,7,154.66895952366374,467385.74560769135,757,0.5960801148398024,7.143554991010622,1.6736945479161722,0.5034971892834582,63974.63263804384
2011-07-31,Life Insurance,2011,7,8173.068141702858,947810.5062156972,589,0.727633711828323,3.177385122839766,1.1785454969332905,0.585086787429804,258634.44626239274
2011-07-31,Motor Vehicle Insurance,2011,7,7097.887704091409,161817.88908491938,159,0.87831636260504,7.4255736925593085,1.8175506180021932,0.5082392133310669,177671.79419202192
2011-07-31,Home Insurance,2011,7,7317.170963605774,590367.5336966292,489,0.8297606951448127,8.40281314945777,1.9254130414217991,0.7025727294812667,190538.33755324886
2011-08-31,Health Insurance,2011,8,7735.576432190863,510829.79209562135,971,0.7440067424713317,8.235626567972684,0.4366970208474088,0.7717291080467285,312558.6589570751
2011-08-31,Life Insurance,2011,8,833.0420521674946,615339.6930803014,324,0.7656564607064478,5.972508706671002,1.9109135771911887,0.7028914589100477,360765.46606479015
2011-08-31,Motor Vehicle Insurance,2011,8,3648.810712588299,27929.081982632102,610,0.728762246112326,5.68152903079676,2.3747687467222023,0.7709577012622073,59748.78144221462
2011-08-31,Home Insurance,2011,8,1247.1036892987843,873402.66985471,381,0.6338968030934693,2.2858836520547055,3.641414985970143,0.5786464729933634,22617.164249205813
2011-09-30,Health Insurance,2011,9,8644.723916168376,932797.0996587763,102,0.7542598967865572,7.978115353628221,3.3179744751358795,0.4703426368189874,497193.49982942885
2011-09-30,Life Insurance,2011,9,6270.651455592823,569481.8517533168,494,0.8099983859225408,3.4426844240204293,3.5729517106228563,0.7320779263289164,120200.53271319816
2011-09-30,Motor Vehicle Insurance,2011,9,3375.890446041227,699684.3156381233,644,0.8929953121373635,5.470258805361519,0.1409820411965998,0.5622135273136992,31646.109829687244
2011-09-30,Home Insurance,2011,9,729.227667831634,923274.3873655227,614,0.7863311092906615,3.5584668363476504,1.1665702579446269,0.7020718713531096,98988.28790248038
2011-10-31,Health Insurance,2011,10,3178.724984985056,710166.2479702646,19,0.842504691669421,2.2044552669972384,3.342253013159297,0.5217897738917946,24284.13394248979
2011-10-31,Life Insurance,2011,10,3319.314888064796,161013.65248511874,454,0.5720322357295579,6.666019272025629,2.471547904080761,0.4365533356630027,198946.39283549998
2011-10-31,Motor Vehicle Insurance,2011,10,7323.101165546835,580525.4765651451,482,0.7077008634889055,1.4889883134061344,0.12603603077489514,0.8466618079694934,402188.8833034055
2011-10-31,Home Insurance,2011,10,6411.81896641661,610647.8959190274,594,0.5041992289221919,7.7378071071358,4.0420237479159296,0.4702906785687697,173916.0026300717
2011-11-30,Health Insurance,2011,11,8883.406151505633,429889.3645893622,397,0.6110054890347303,3.85828115735005,3.8867669091226538,0.8447894472835664,224870.78640479143
2011-11-30,Life Insurance,2011,11,4774.927759103298,739079.7932684756,279,0.8269077718008522,1.001212237040368,2.787253898668457,0.8397759696549012,339415.4529158822
2011-11-30,Motor Vehicle Insurance,2011,11,1283.9830347891868,935023.3446213247,851,0.9463144781072135,5.6001622531350685,0.42567029630373343,0.7572181467586179,256902.5646845907
2011-11-30,Home Insurance,2011,11,7161.123393507651,926312.8277777085,365,0.5446301448142472,1.4216671767484281,3.855923742709665,0.6967403329368989,431415.61458055547
2011-12-31,Health Insurance,2011,12,7631.7719813072845,456330.9776900908,331,0.6806724421375797,3.4855260203880953,2.9601965798836836,0.6600131726129881,433687.6591476495
2011-12-31,Life Insurance,2011,12,5656.644255938013,122105.6653823477,641,0.8600319359146218,7.362788387101445,3.9316038880740005,0.7897456954200256,9905.794268121053
2011-12-31,Motor Vehicle Insurance,2011,12,7732.575081550154,984992.7869727112,344,0.5918160355830044,1.5642065945967927,3.7835602627396185,0.5302477847287695,390132.9217091836
2011-12-31,Home Insurance,2011,12,4988.576404007468,840509.1055814747,822,0.7497882271860288,8.554046431204021,4.034710152593402,0.6104565456181947,233063.13211962857
2012-01-31,Health Insurance,2012,1,5275.0550108817415,133416.05439123418,455,0.8298820832133535,1.034379303927248,2.638239525382662,0.6787254862149259,494476.06794531323
2012-01-31,Life Insurance,2012,1,4332.656081749641,921633.4637911986,601,0.7771934526170805,3.2214148228171204,0.7875901391482235,0.585035714141271,244199.8775583404
2012-01-31,Motor Vehicle Insurance,2012,1,351.6493547665424,871197.398441507,725,0.5846111305769373,7.668136505368643,3.388671619560475,0.5923689043406206,493513.4929672073
2012-01-31,Home Insurance,2012,1,1168.125127233714,523649.6765548114,655,0.6599230559085827,3.846431347563761,3.1403215467546564,0.548628100375938,378511.83379683964
2012-02-29,Health Insurance,2012,2,411.14893829866907,595362.68138748,65,0.8527063030184288,1.9170314925941216,3.7370406172755275,0.6539043175080412,128059.41788358663
2012-02-29,Life Insurance,2012,2,6400.463071511426,405012.67683142895,76,0.7494019313594075,4.242105269203851,0.932416929648603,0.7827585376068023,271505.5147470441
2012-02-29,Motor Vehicle Insurance,2012,2,3212.124212655634,64214.02243381102,711,0.5023533260943107,3.4335395774607296,1.0553784795114174,0.4906877701028408,496107.1415418985
2012-02-29,Home Insurance,2012,2,5134.849842530557,341845.26922944194,143,0.8424458420126422,8.584407119444993,4.463006634374709,0.8204948674390486,429477.6508372022
2012-03-31,Health Insurance,2012,3,9084.908091868321,804824.9141120313,917,0.5158901097231076,3.8201312582662883,3.7748912124151475,0.7100894441867034,53196.61242665444
2012-03-31,Life Insurance,2012,3,2567.993068573862,14585.70277455683,915,0.8355802022290544,8.100392245984064,4.550319594631582,0.7704729457060135,354654.13842094806
2012-03-31,Motor Vehicle Insurance,2012,3,4162.790938052734,340164.17997423274,828,0.5911162520743568,9.026849303296613,3.8177050737032117,0.6502858116835053,176061.89500605245
2012-03-31,Home Insurance,2012,3,7579.956271576182,404187.00665503385,605,0.931133066053721,4.904356776188766,3.0260609993524796,0.7507825156408285,8456.219630772317
2012-04-30,Health Insurance,2012,4,2365.1018383670626,542021.6469085437,473,0.665573338085938,9.189488294689529,3.3052504114365813,0.40729017880276025,204723.0796683648
2012-04-30,Life Insurance,2012,4,862.1011073050506,920657.0602486329,417,0.6471192273521356,4.395862485668736,4.456726827306048,0.7682711911507909,121203.43875386078
2012-04-30,Motor Vehicle Insurance,2012,4,2968.5393838463033,352882.5344223016,305,0.5669996226496001,9.676705748410974,2.936153097108509,0.41806248658841494,410340.2889076334
2012-04-30,Home Insurance,2012,4,1696.0907438146437,353483.6698772654,736,0.6375218969705967,1.8036057207301563,3.198717489209099,0.8004610193632882,171978.6513786539
2012-05-31,Health Insurance,2012,5,9304.006758191474,740126.2356286509,497,0.8944928428226901,7.183173398529185,0.8667359084176429,0.8463832362573895,414624.2285071394
2012-05-31,Life Insurance,2012,5,8100.3917576877275,457695.7614809091,291,0.9483504519322612,5.444326364112358,2.4222139785689034,0.53233035797955,5295.979723223678
2012-05-31,Motor Vehicle Insurance,2012,5,6370.697189453193,232358.77471058213,940,0.6657392887280817,4.488839249100824,3.6103458485946853,0.4946433503286072,157370.47926292897
2012-05-31,Home Insurance,2012,5,8727.459842858405,457915.1209713665,102,0.7018747839295442,6.694406908737408,1.4276192217501906,0.7444135137361183,124376.78108234216
2012-06-30,Health Insurance,2012,6,8056.353561301233,149448.45017600185,986,0.8249319221912317,7.334713824708981,1.0910454845702213,0.513861853414114,120615.84372896244
2012-06-30,Life Insurance,2012,6,1947.0435829717549,184623.1166411611,267,0.8987881012092835,1.0392694268527818,1.6377513602996365,0.7895030724274916,38752.37678390404
2012-06-30,Motor Vehicle Insurance,2012,6,8936.33408505078,503384.09501208493,867,0.7668699503840528,2.5025777987247886,1.283353077164884,0.4462791664708645,97626.51385319835
2012-06-30,Home Insurance,2012,6,5439.4881949649425,424736.1950095024,968,0.6761865641800232,7.417414455708868,1.1530719214783398,0.45667983837071124,279997.03709338186
2012-07-31,Health Insurance,2012,7,8093.657536124219,915697.442057419,622,0.6856798283818807,6.997468722203858,2.181769130053626,0.840618199795277,149223.7310546835
2012-07-31,Life Insurance,2012,7,8971.303869242583,368769.9601254668,974,0.8130281659235631,9.694427546158096,4.548408718029317,0.7032275042215022,211610.41725292822
2012-07-31,Motor Vehicle Insurance,2012,7,3248.2344022214525,584782.466775263,842,0.5014482186219255,7.849340112257047,2.58459226901972,0.7810992509930288,191549.1057718583
2012-07-31,Home Insurance,2012,7,1189.514052824,635941.645040335,962,0.7788152018569283,9.556954369582042,1.020809865995083,0.5459482198081831,438572.9378749478
2012-08-31,Health Insurance,2012,8,2356.5581091652225,22963.512022450297,942,0.6599718546986109,7.322864513813263,0.47716117996628304,0.704417687284272,453123.0045102052
2012-08-31,Life Insurance,2012,8,4328.367107399938,666901.9982965435,777,0.8573887990746879,3.6824698777549885,3.511165111175834,0.6674088222888688,249013.70096965073
2012-08-31,Motor Vehicle Insurance,2012,8,8198.346182632682,186255.6072010539,3,0.5418457879204095,1.9482843002577082,1.9757139457383006,0.6714175540553262,168427.19540622417
2012-08-31,Home Insurance,2012,8,8621.2327742378,961459.6142947606,85,0.7646910201267757,8.03641477010442,4.126971638268261,0.7071396067919746,57866.34848117
2012-09-30,Health Insurance,2012,9,168.82609225878798,157176.10047558183,794,0.7164378004487557,6.797342993283243,3.331602766339774,0.6589116279080944,476934.42529413704
2012-09-30,Life Insurance,2012,9,5156.398295517901,420477.8824897535,328,0.7890464866573523,1.433674111539666,4.0015831076527055,0.5930780661861996,34812.33772564724
2012-09-30,Motor Vehicle Insurance,2012,9,4232.368931172912,94496.17139785743,816,0.5291841175173357,4.240454193108805,1.4325355931503991,0.5241652124712461,152336.88739629881
2012-09-30,Home Insurance,2012,9,2298.8673236602294,996905.5093274879,450,0.760992704342659,9.611198339358575,3.492558720059185,0.745861598910941,152542.76957915205
2012-10-31,Health Insurance,2012,10,1286.6671366034598,507173.06022793014,454,0.7526680645817856,5.503610311391811,1.393903724999222,0.5018225935014338,163598.63663940638
2012-10-31,Life Insurance,2012,10,3442.3901968959167,599431.1671468434,924,0.7522970424872769,4.894562224177342,4.701435549306429,0.7115594377694864,86321.9874198426
2012-10-31,Motor Vehicle Insurance,2012,10,9434.80606873394,76405.71261454321,629,0.7715694499684047,5.119296446433646,3.218233979513535,0.504999770192197,392664.9083072301
2012-10-31,Home Insurance,2012,10,3299.709027005477,752460.865695186,221,0.804410571751863,2.8799445160464736,1.6901078208591764,0.6813985764795043,65636.44167316466
2012-11-30,Health Insurance,2012,11,5236.027155259324,217806.5371646299,154,0.8622450498563463,4.318364537783157,1.420608125232136,0.736185220208063,319278.79628081556
2012-11-30,Life Insurance,2012,11,7059.887693062261,899073.7465463066,665,0.6214193240576964,4.328319303884589,1.0355402668510534,0.4984212500079427,66303.78321937963
2012-11-30,Motor Vehicle Insurance,2012,11,3699.9330635550104,213088.2440771871,12,0.8712722345810279,1.4711951816872517,3.5037406985792665,0.42697448538758875,39915.140608513495
2012-11-30,Home Insurance,2012,11,9720.64261893751,198780.8434570299,133,0.7242150570185542,7.908108656661264,1.171706503689844,0.4589381843473784,455167.60432450887
2012-12-31,Health Insurance,2012,12,9628.228219926901,46184.17116961393,994,0.534676225610449,4.7485398871349105,3.0169860030446967,0.6726986352719615,99113.73932775931
2012-12-31,Life Insurance,2012,12,2592.644728671105,477346.2756588993,304,0.5263479181597907,8.39961898134781,1.3967116319342512,0.782250882801581,411518.8265070536
2012-12-31,Motor Vehicle Insurance,2012,12,5022.7602083346155,569192.7219299902,293,0.6504072434132273,8.653132010079059,3.3436478294899565,0.420248569555941,274592.2811980322
2012-12-31,Home Insurance,2012,12,3078.6952671860195,75051.55303406884,975,0.8532036397001603,2.9079464922879223,4.093204669848642,0.7303680665687409,43538.977206340955
2013-01-31,Health Insurance,2013,1,2919.9208943369295,777772.3405280604,300,0.8184564206334121,6.916181339531157,3.9123236914088007,0.5535933906775234,477946.8547618434
2013-01-31,Life Insurance,2013,1,465.18077880987465,458755.94640054734,740,0.8548767341025829,5.250536237466836,3.8281715215608307,0.6153377664637851,127245.7776609868
2013-01-31,Motor Vehicle Insurance,2013,1,6134.686906400979,529146.3666343042,783,0.7327710753987242,8.921410641293367,1.0198397878920353,0.8179867974305045,430524.44594954024
2013-01-31,Home Insurance,2013,1,5076.522329965729,446355.11946884583,43,0.6980895490799708,2.941666112588087,0.5330862402241417,0.5493871771311305,88560.95286335927
2013-02-28,Health Insurance,2013,2,609.6396373748946,406755.43026657274,944,0.5663536370178278,7.100318802790398,3.5248492595881897,0.6094016202727688,427701.72666021716
2013-02-28,Life Insurance,2013,2,2858.599995942453,564043.9279951357,343,0.6476867391241902,6.469769100274503,1.9049013475923215,0.40615708664230654,11548.262388120522
2013-02-28,Motor Vehicle Insurance,2013,2,9091.832271069872,163687.8434714054,326,0.6953087147782439,3.6577132981464953,2.218496509376402,0.4367194240021773,258331.32600189294
2013-02-28,Home Insurance,2013,2,2471.662717603027,190108.8491903184,814,0.5398701933558278,2.2294081328605535,0.2526305546876162,0.5163662160106528,385874.07681367063
2013-03-31,Health Insurance,2013,3,1534.4592337031086,863167.7648033821,498,0.5992753787200451,6.8647578442954895,1.3719246014477413,0.4125335083694835,467723.78115892777
2013-03-31,Life Insurance,2013,3,4945.582326747874,946654.3075122964,364,0.7692013823286825,7.647377123190976,0.26501437898487373,0.6841188967217129,455055.0574222111
2013-03-31,Motor Vehicle Insurance,2013,3,9857.939495694947,379576.2231169554,891,0.8310484014076354,3.84064609387015,4.408010285746113,0.5918792605607301,410714.3104260842
2013-03-31,Home Insurance,2013,3,2496.347187963854,278037.22641211824,427,0.9492563801268272,6.803493436200824,1.2926437477707995,0.6466653412276099,444654.7180823455
2013-04-30,Health Insurance,2013,4,6754.141919318197,647559.5478066256,21,0.919900999104601,4.556178168503529,2.8309521309077397,0.4785912336533483,103613.74448935287
2013-04-30,Life Insurance,2013,4,7640.034191754304,414646.82938711543,407,0.7891543397908362,7.41886194954356,0.29099867123953904,0.5331694132464773,145671.22637730575
2013-04-30,Motor Vehicle Insurance,2013,4,2452.611685524757,35132.49210374142,619,0.6895616239823323,2.792937474046478,3.367552217397725,0.6987210136837263,148039.41983592397
2013-04-30,Home Insurance,2013,4,7309.34185125741,164591.07139252845,336,0.7862798141187046,9.01193502372557,1.68283399419506,0.8343862256336799,191641.6958458409
2013-05-31,Health Insurance,2013,5,3741.053013920607,718812.5065589235,815,0.8535432281361044,3.5866863681902177,4.499804016092562,0.4226875481209942,199693.7318406684
2013-05-31,Life Insurance,2013,5,6359.827722876436,662334.7024910499,117,0.5532512859155243,4.310073889805376,4.451779125776776,0.8006729443848697,274554.8857040644
2013-05-31,Motor Vehicle Insurance,2013,5,6371.944136532858,36825.032578448656,124,0.6844572003633297,1.522827568723148,1.6939240299725642,0.6595965405900438,84140.48286638848
2013-05-31,Home Insurance,2013,5,5404.169372340109,229752.44031361994,399,0.8779110285360276,2.0036099108914875,4.514708388883292,0.6537638050400307,347167.09857406473
2013-06-30,Health Insurance,2013,6,993.8687235386421,238764.0486221907,793,0.6727248283698698,5.642757124410953,4.981172600144016,0.6251253408434921,87945.4369557307
2013-06-30,Life Insurance,2013,6,8369.494706333457,675173.8161627412,804,0.7573425220522338,3.4083340905517434,4.144536754207346,0.43122733865688256,158602.69864175102
2013-06-30,Motor Vehicle Insurance,2013,6,3275.7226432201846,29513.432376820514,715,0.7644962123879891,8.51932203167975,4.239869604000622,0.44044458328127234,254155.83965004625
2013-06-30,Home Insurance,2013,6,1946.533252958557,113067.4961647281,51,0.5830143139101377,1.1322404978945846,1.3201428069345407,0.6704104025465887,399238.0779541213
2013-07-31,Health Insurance,2013,7,503.67390139216275,801916.9245194575,783,0.6630059487435298,4.411846438047426,2.9258417544030064,0.5534313571460012,371037.27045317
2013-07-31,Life Insurance,2013,7,5949.840137563594,186759.2154337903,324,0.6505300799338695,4.0361099209218345,0.42955397844010246,0.8127706299599563,324539.5064232085
